Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,ASAS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D2,17/12/2018,FC Koln,Magdeburg,3,0,H,1,0,H,18,11,10,1,10,13,2,4,1,0,0,0
D2,21/12/2018,FC Koln,Bochum,2,3,A,1,1,D,17,9,8,5,20,19,8,1,3,4,0,0
D2,21/12/2018,Sandhausen,Greuther Furth,0,0,D,0,0,D,13,4,4,1,17,14,2,0,3,2,0,0
D2,22/12/2018,Bielefeld,Heidenheim,1,2,A,1,1,D,19,11,6,5,13,14,5,3,1,2,0,0
D2,22/12/2018,Ingolstadt,Regensburg,1,2,A,1,1,D,10,9,3,3,12,25,5,3,2,1,0,0
D2,22/12/2018,St Pauli,Magdeburg,4,1,H,1,1,D,7,16,6,7,10,12,2,6,3,3,0,0
D2,23/12/2018,Duisburg,Dresden,1,3,A,0,2,A,15,15,3,6,16,21,3,4,6,4,0,0
D2,23/12/2018,Erzgebirge Aue,Union Berlin,3,0,H,2,0,H,12,17,7,4,10,8,8,13,3,2,0,0
D2,23/12/2018,Holstein Kiel,Hamburg,3,1,H,2,0,H,13,18,5,5,14,15,8,5,1,1,0,0
D2,23/12/2018,Paderborn,Darmstadt,6,2,H,1,1,D,18,12,10,5,11,9,4,3,3,0,0,0
D2,29/01/2019,Bochum,Duisburg,2,1,H,2,0,H,19,18,5,8,11,10,8,3,1,3,0,0
D2,29/01/2019,Darmstadt,St Pauli,2,1,H,0,1,A,13,9,4,5,10,8,2,3,1,1,0,0
D2,29/01/2019,Greuther Furth,Ingolstadt,0,1,A,0,0,D,5,12,1,6,17,13,2,4,4,3,2,0
D2,29/01/2019,Magdeburg,Erzgebirge Aue,1,0,H,1,0,H,10,9,5,1,13,15,4,3,3,3,0,0
D2,30/01/2019,Dresden,Bielefeld,3,4,A,3,1,H,12,16,7,8,21,21,4,4,3,2,1,0
D2,30/01/2019,Hamburg,Sandhausen,2,1,H,1,0,H,16,5,7,3,11,16,5,2,0,1,0,0
D2,30/01/2019,Heidenheim,Holstein Kiel,2,2,D,2,1,H,6,10,5,4,13,7,1,9,1,2,0,0
D2,30/01/2019,Regensburg,Paderborn,2,0,H,0,0,D,12,9,6,0,22,8,3,6,2,1,0,0
D2,31/01/2019,Union Berlin,FC Koln,2,0,H,2,0,H,14,20,5,4,19,14,7,11,4,3,1,0
D2,01/02/2019,Duisburg,Darmstadt,3,2,H,2,0,H,9,18,5,10,11,23,2,7,1,2,0,0
D2,01/02/2019,Ingolstadt,Magdeburg,0,1,A,0,0,D,15,4,3,2,10,18,5,3,1,2,0,0
D2,02/02/2019,Bielefeld,Hamburg,2,0,H,2,0,H,10,5,7,1,16,11,3,1,2,2,0,1
D2,02/02/2019,Heidenheim,Dresden,1,0,H,1,0,H,15,19,3,2,15,12,7,2,3,4,0,0
D2,02/02/2019,Paderborn,Greuther Furth,6,0,H,3,0,H,18,9,11,3,15,14,7,5,2,4,0,0
D2,03/02/2019,Holstein Kiel,Regensburg,2,0,H,1,0,H,10,14,3,4,10,24,6,7,1,4,0,0
D2,03/02/2019,Sandhausen,Bochum,3,0,H,0,0,D,11,15,4,4,18,16,4,5,2,3,0,1
D2,04/02/2019,St Pauli,Union Berlin,3,2,H,1,0,H,11,18,3,7,10,18,2,3,3,3,0,0
D2,08/02/2019,FC Koln,St Pauli,4,1,H,1,1,D,19,7,12,3,16,10,5,5,1,1,0,0
D2,08/02/2019,Regensburg,Bielefeld,0,3,A,0,2,A,19,11,6,6,13,12,12,5,1,1,0,0
D2,09/02/2019,Bochum,Paderborn,1,2,A,0,2,A,15,20,4,7,19,15,5,4,3,4,0,0
D2,09/02/2019,Greuther Furth,Duisburg,1,0,H,0,0,D,20,16,7,3,19,16,5,6,1,3,0,1
D2,09/02/2019,Union Berlin,Sandhausen,2,0,H,1,0,H,10,10,5,0,23,18,4,3,2,2,0,0
D2,10/02/2019,Darmstadt,Heidenheim,1,2,A,0,1,A,12,13,4,4,13,15,5,4,1,2,0,0
D2,10/02/2019,Erzgebirge Aue,Ingolstadt,0,3,A,0,1,A,9,18,3,6,20,11,0,7,6,0,0,0
D2,10/02/2019,Magdeburg,Holstein Kiel,1,1,D,1,1,D,15,11,9,5,18,13,11,8,3,3,0,0
D2,11/02/2019,Hamburg,Dresden,1,0,H,0,0,D,14,12,6,4,8,13,4,2,2,0,0,0
D2,15/02/2019,Paderborn,FC Koln,3,2,H,0,1,A,18,13,4,4,11,26,3,4,3,6,0,1
D2,15/02/2019,Sandhausen,Darmstadt,1,1,D,1,1,D,11,10,2,2,18,24,8,3,3,2,0,0
D2,16/02/2019,Duisburg,Union Berlin,2,3,A,1,1,D,10,18,4,3,15,15,3,6,4,2,0,0
D2,16/02/2019,Heidenheim,Hamburg,2,2,D,1,1,D,15,15,7,4,16,15,8,4,0,3,0,0
D2,16/02/2019,Ingolstadt,Bochum,2,1,H,2,0,H,12,11,5,5,14,11,3,9,0,0,0,0
D2,16/02/2019,St Pauli,Erzgebirge Aue,1,2,A,1,1,D,13,16,3,4,12,17,7,1,1,4,0,0
D2,17/02/2019,Bielefeld,Magdeburg,1,3,A,0,2,A,12,14,3,4,11,7,5,2,2,1,1,0
D2,17/02/2019,Dresden,Regensburg,0,0,D,0,0,D,12,15,4,2,13,17,8,3,1,2,0,0
D2,17/02/2019,Holstein Kiel,Greuther Furth,2,2,D,0,0,D,17,8,5,5,16,15,14,10,1,2,0,0
D2,22/02/2019,Greuther Furth,Heidenheim,0,0,D,0,0,D,11,9,4,1,18,11,3,1,2,1,0,0
D2,22/02/2019,Union Berlin,Bielefeld,1,1,D,1,0,H,16,17,5,3,15,9,4,3,3,2,0,0
D2,23/02/2019,Bochum,Holstein Kiel,1,3,A,0,3,A,7,14,2,8,14,19,6,9,0,3,0,0
D2,23/02/2019,Darmstadt,Dresden,2,0,H,1,0,H,11,12,5,1,18,13,6,5,3,5,0,0
D2,23/02/2019,FC Koln,Sandhausen,3,1,H,0,1,A,22,6,8,2,12,13,8,4,1,4,0,0
D2,23/02/2019,St Pauli,Ingolstadt,1,0,H,0,0,D,8,11,3,0,19,13,5,3,0,0,0,0
D2,24/02/2019,Erzgebirge Aue,Duisburg,0,0,D,0,0,D,16,15,3,5,16,14,7,5,3,2,0,1
D2,24/02/2019,Magdeburg,Paderborn,1,1,D,1,0,H,10,13,2,3,8,13,3,5,2,2,0,0
D2,24/02/2019,Regensburg,Hamburg,2,1,H,0,1,A,18,10,3,5,10,14,8,5,2,5,0,2
D2,27/02/2019,Erzgebirge Aue,FC Koln,0,1,A,0,1,A,8,12,4,5,11,14,4,5,2,3,0,0
D2,01/03/2019,Duisburg,Magdeburg,1,0,H,0,0,D,9,13,3,4,13,8,3,4,4,2,0,0
D2,01/03/2019,Holstein Kiel,Union Berlin,0,2,A,0,1,A,7,21,3,6,11,13,3,7,3,3,0,0
D2,02/03/2019,Heidenheim,Regensburg,1,2,A,0,1,A,13,17,5,8,9,16,9,6,1,2,0,0
D2,02/03/2019,Paderborn,St Pauli,0,1,A,0,0,D,12,9,4,3,13,13,4,2,3,5,0,1
D2,02/03/2019,Sandhausen,Erzgebirge Aue,0,3,A,0,1,A,11,22,1,9,14,17,4,3,2,2,0,0
D2,03/03/2019,Bielefeld,Darmstadt,1,0,H,1,0,H,14,6,5,2,10,11,7,3,1,3,0,0
D2,03/03/2019,Dresden,Bochum,2,2,D,1,2,A,17,10,8,5,14,18,8,5,1,3,0,0
D2,03/03/2019,Ingolstadt,FC Koln,1,2,A,0,1,A,13,8,1,4,15,26,4,3,3,4,0,0
D2,04/03/2019,Hamburg,Greuther Furth,1,0,H,0,0,D,8,15,3,6,11,15,4,5,2,4,0,1
D2,08/03/2019,Bochum,Heidenheim,1,0,H,0,0,D,15,6,3,2,10,14,9,0,0,2,0,1
D2,08/03/2019,Union Berlin,Ingolstadt,2,0,H,1,0,H,9,15,3,5,26,16,2,7,4,5,0,2
D2,09/03/2019,Darmstadt,Holstein Kiel,3,2,H,2,1,H,12,14,5,7,7,19,7,10,0,5,0,1
D2,09/03/2019,Erzgebirge Aue,Paderborn,2,1,H,1,0,H,20,13,5,5,20,19,12,3,6,2,0,1
D2,09/03/2019,FC Koln,Bielefeld,5,1,H,2,0,H,17,7,9,1,14,11,7,1,0,0,0,0
D2,09/03/2019,Regensburg,Duisburg,1,1,D,1,0,H,17,8,9,1,22,15,6,1,3,2,0,0
D2,10/03/2019,Magdeburg,Sandhausen,0,1,A,0,0,D,8,8,1,4,8,17,6,5,3,3,0,0
D2,10/03/2019,St Pauli,Hamburg,0,4,A,0,1,A,10,11,2,5,16,12,5,4,0,0,0,0
D2,15/03/2019,Heidenheim,Union Berlin,2,1,H,0,1,A,14,19,7,7,13,15,7,6,1,3,0,0
D2,15/03/2019,Holstein Kiel,Erzgebirge Aue,5,1,H,2,1,H,17,10,7,4,10,12,7,4,1,1,0,0
D2,16/03/2019,Dresden,Magdeburg,1,1,D,0,1,A,10,8,3,2,13,17,5,6,3,3,0,0
D2,16/03/2019,Hamburg,Darmstadt,2,3,A,2,0,H,18,14,6,4,13,15,7,2,0,2,0,0
D2,16/03/2019,Sandhausen,St Pauli,4,0,H,2,0,H,14,15,5,5,14,5,4,5,1,1,0,0
D2,17/03/2019,Bielefeld,Bochum,3,1,H,0,0,D,13,8,7,3,23,11,4,5,1,0,0,1
D2,17/03/2019,Paderborn,Ingolstadt,3,1,H,0,0,D,17,15,7,7,12,9,6,8,0,2,0,0
D2,18/03/2019,Regensburg,Greuther Furth,0,2,A,0,0,D,18,18,5,7,10,14,7,8,4,4,1,0
D2,29/03/2019,Magdeburg,Heidenheim,0,0,D,0,0,D,20,9,4,1,12,11,11,1,2,4,0,1
D2,29/03/2019,St Pauli,Duisburg,0,0,D,0,0,D,14,10,3,0,16,10,8,0,2,2,0,0
D2,30/03/2019,Bochum,Hamburg,0,0,D,0,0,D,12,15,3,4,12,11,5,5,1,0,0,0
D2,30/03/2019,Darmstadt,Regensburg,1,1,D,0,0,D,26,12,8,5,9,18,13,2,0,1,0,0
D2,30/03/2019,Union Berlin,Paderborn,1,3,A,0,1,A,18,12,7,8,11,18,5,3,1,2,0,0
D2,31/03/2019,FC Koln,Holstein Kiel,4,0,H,2,0,H,19,10,9,3,16,10,3,6,1,1,0,0
D2,31/03/2019,Greuther Furth,Bielefeld,2,2,D,2,0,H,9,12,6,2,10,14,5,7,1,1,0,0
D2,31/03/2019,Ingolstadt,Sandhausen,1,2,A,1,0,H,14,9,3,4,5,16,4,5,0,0,0,0
D2,01/04/2019,Erzgebirge Aue,Dresden,1,3,A,1,0,H,14,20,2,7,14,13,6,6,4,3,0,0
D2,04/04/2019,Greuther Furth,Dresden,0,0,D,0,0,D,15,8,2,2,14,14,2,7,1,1,0,0
D2,05/04/2019,Bielefeld,Erzgebirge Aue,2,1,H,1,0,H,8,7,4,4,11,12,4,1,0,1,0,0
D2,05/04/2019,Regensburg,Bochum,2,1,H,0,0,D,21,13,5,5,18,15,3,6,3,2,0,0
D2,06/04/2019,Duisburg,Ingolstadt,2,4,A,0,1,A,22,16,6,9,13,18,8,5,3,2,0,0
D2,06/04/2019,Holstein Kiel,St Pauli,2,1,H,0,1,A,12,18,4,6,13,10,3,6,2,2,1,0
D2,06/04/2019,Sandhausen,Paderborn,1,1,D,1,0,H,11,26,4,10,8,10,7,15,5,3,1,0
D2,07/04/2019,Dresden,Union Berlin,0,0,D,0,0,D,7,23,2,5,17,20,1,4,0,3,0,0
D2,07/04/2019,Greuther Furth,Darmstadt,2,1,H,0,0,D,7,13,3,2,8,13,4,5,3,2,0,0
D2,07/04/2019,Heidenheim,FC Koln,0,2,A,0,2,A,17,17,3,4,16,12,7,3,1,2,0,0
D2,08/04/2019,Hamburg,Magdeburg,1,2,A,1,0,H,8,12,5,5,14,13,3,6,3,4,0,0
D2,10/04/2019,Duisburg,FC Koln,4,4,D,2,1,H,13,20,7,8,16,18,5,4,3,1,0,0
D2,12/04/2019,Erzgebirge Aue,Heidenheim,0,1,A,0,1,A,15,13,2,6,12,10,3,4,3,2,1,0
D2,12/04/2019,Union Berlin,Regensburg,2,2,D,1,1,D,23,16,11,6,10,17,6,4,1,2,0,0
D2,13/04/2019,Magdeburg,Darmstadt,0,1,A,0,0,D,16,9,5,2,13,14,6,2,3,2,0,0
D2,13/04/2019,Paderborn,Duisburg,4,0,H,2,0,H,14,14,6,9,8,3,7,2,1,0,0,0
D2,13/04/2019,Sandhausen,Dresden,3,1,H,0,0,D,16,10,6,4,21,11,10,5,3,2,0,0
D2,14/04/2019,Bochum,Greuther Furth,3,2,H,1,2,A,21,20,8,8,11,11,7,12,3,0,0,0
D2,14/04/2019,Ingolstadt,Holstein Kiel,1,1,D,1,0,H,11,14,3,3,15,10,4,11,2,1,0,0
D2,14/04/2019,St Pauli,Bielefeld,1,1,D,0,1,A,10,14,4,5,14,10,3,4,3,3,0,0
D2,15/04/2019,FC Koln,Hamburg,1,1,D,1,0,H,12,16,2,3,14,20,6,8,4,3,0,0
D2,20/04/2019,Duisburg,Sandhausen,2,2,D,0,1,A,26,14,10,6,17,11,12,3,5,1,0,0
D2,20/04/2019,Greuther Furth,Union Berlin,1,1,D,0,1,A,21,14,10,5,13,16,11,3,1,3,1,1
D2,20/04/2019,Hamburg,Erzgebirge Aue,1,1,D,0,1,A,17,8,2,3,8,13,5,2,0,2,0,0
D2,20/04/2019,Holstein Kiel,Paderborn,1,2,A,0,0,D,11,25,2,10,11,13,6,7,1,1,0,0
D2,21/04/2019,Bielefeld,Ingolstadt,1,3,A,0,1,A,12,13,3,7,12,15,9,4,1,0,0,0
D2,21/04/2019,Darmstadt,Bochum,0,0,D,0,0,D,10,10,3,1,13,14,8,1,1,0,0,0
D2,21/04/2019,Dresden,FC Koln,3,0,H,2,0,H,16,16,6,2,25,21,3,2,3,4,0,0
D2,21/04/2019,Heidenheim,St Pauli,3,0,H,3,0,H,21,5,6,3,8,11,7,2,0,2,0,1
D2,21/04/2019,Regensburg,Magdeburg,1,0,H,1,0,H,23,18,8,2,15,11,7,12,3,0,0,0
D2,26/04/2019,FC Koln,Darmstadt,1,2,A,0,1,A,27,9,12,4,13,11,15,4,1,3,0,0
D2,26/04/2019,Ingolstadt,Dresden,1,0,H,0,0,D,18,15,5,2,18,16,6,6,3,2,0,0
D2,27/04/2019,Magdeburg,Greuther Furth,2,1,H,2,1,H,16,9,7,2,16,14,5,6,2,4,0,0
D2,27/04/2019,Sandhausen,Holstein Kiel,3,2,H,2,2,D,16,15,5,5,9,10,7,10,2,2,0,0
D2,27/04/2019,St Pauli,Regensburg,4,3,H,1,2,A,19,8,10,3,13,19,7,3,2,4,0,0
D2,28/04/2019,Erzgebirge Aue,Bochum,3,2,H,2,1,H,13,13,4,5,17,16,2,2,2,2,0,0
D2,28/04/2019,Paderborn,Heidenheim,3,1,H,0,0,D,16,16,5,5,12,11,6,6,1,0,0,0
D2,28/04/2019,Union Berlin,Hamburg,2,0,H,0,0,D,12,7,3,4,14,14,9,3,2,2,0,0
D2,29/04/2019,Duisburg,Bielefeld,2,2,D,1,1,D,13,10,7,4,15,17,5,1,5,4,0,1
D2,03/05/2019,Bielefeld,Paderborn,2,0,H,1,0,H,17,10,6,4,11,11,5,2,5,3,0,0
D2,03/05/2019,Dresden,St Pauli,2,1,H,1,0,H,11,10,5,6,15,16,5,5,2,3,0,0
D2,04/05/2019,Bochum,Magdeburg,4,2,H,1,0,H,17,18,8,8,8,6,2,10,2,3,0,0
D2,04/05/2019,Hamburg,Ingolstadt,0,3,A,0,1,A,18,9,3,6,7,13,5,5,0,2,0,0
D2,04/05/2019,Heidenheim,Sandhausen,2,3,A,1,0,H,20,12,10,5,10,12,10,2,1,4,0,0
D2,05/05/2019,Darmstadt,Union Berlin,2,1,H,0,0,D,9,21,3,8,14,14,1,6,1,1,0,0
D2,05/05/2019,Holstein Kiel,Duisburg,0,2,A,0,0,D,29,9,5,5,14,11,9,3,2,1,0,0
D2,05/05/2019,Regensburg,Erzgebirge Aue,1,3,A,0,0,D,15,11,4,5,19,12,4,1,4,1,1,0
D2,06/05/2019,Greuther Furth,FC Koln,0,4,A,0,3,A,3,20,0,9,10,5,1,11,1,0,0,0
D2,12/05/2019,Duisburg,Heidenheim,3,4,A,1,2,A,21,22,9,8,15,10,7,5,2,2,0,0
D2,12/05/2019,Erzgebirge Aue,Greuther Furth,1,1,D,1,1,D,9,12,2,3,13,11,2,8,2,1,0,0
D2,12/05/2019,FC Koln,Regensburg,3,5,A,0,3,A,17,27,7,7,15,17,6,6,5,2,1,0
D2,12/05/2019,Holstein Kiel,Dresden,3,0,H,1,0,H,12,4,5,0,18,19,6,2,1,0,0,0
D2,12/05/2019,Ingolstadt,Darmstadt,3,0,H,2,0,H,10,11,4,0,15,13,3,5,2,3,0,0
D2,12/05/2019,Paderborn,Hamburg,4,1,H,1,0,H,20,15,11,4,12,19,5,9,1,4,0,0
D2,12/05/2019,Sandhausen,Bielefeld,0,3,A,0,2,A,12,6,2,3,16,6,1,6,0,2,0,0
D2,12/05/2019,St Pauli,Bochum,0,0,D,0,0,D,12,10,3,4,16,8,8,4,0,1,0,0
D2,12/05/2019,Union Berlin,Magdeburg,3,0,H,2,0,H,14,12,7,1,22,16,3,5,1,1,0,0
D2,19/05/2019,Bielefeld,Holstein Kiel,1,0,H,0,0,D,20,16,6,1,9,15,8,6,1,1,0,0
D2,19/05/2019,Bochum,Union Berlin,2,2,D,1,0,H,8,26,2,8,18,22,2,7,4,3,1,0
D2,19/05/2019,Darmstadt,Erzgebirge Aue,1,0,H,1,0,H,9,14,4,7,12,15,2,0,2,1,0,0
D2,19/05/2019,Dresden,Paderborn,3,1,H,2,1,H,12,21,5,5,10,14,8,11,0,0,0,0
D2,19/05/2019,Greuther Furth,St Pauli,2,1,H,0,0,D,22,9,5,2,16,15,3,3,5,3,0,1
D2,19/05/2019,Hamburg,Duisburg,3,0,H,1,0,H,22,8,8,5,6,11,12,4,0,2,0,0
D2,19/05/2019,Heidenheim,Ingolstadt,4,2,H,2,0,H,17,17,10,5,12,9,5,9,1,2,1,0
D2,19/05/2019,Magdeburg,FC Koln,1,1,D,0,1,A,12,17,4,5,10,7,4,2,2,2,0,0
D2,19/05/2019,Regensburg,Sandhausen,2,2,D,1,1,D,15,12,3,5,12,15,7,6,3,2,0,0
D2,26/07/2019,Stuttgart,Hannover,2,1,H,2,1,H,14,7,7,2,14,15,4,3,6,3,1,1
D2,27/07/2019,Dresden,Nurnberg,0,1,A,0,0,D,16,5,3,2,16,9,12,1,2,2,0,0
D2,27/07/2019,Holstein Kiel,Sandhausen,1,1,D,0,1,A,21,15,3,3,4,22,5,7,0,4,0,0
D2,27/07/2019,Osnabruck,Heidenheim,1,3,A,0,0,D,9,9,2,6,12,13,6,6,2,1,1,0
D2,28/07/2019,Hamburg,Darmstadt,1,1,D,0,0,D,24,8,7,4,12,15,7,2,2,4,0,0
D2,28/07/2019,Greuther Furth,Erzgebirge Aue,0,2,A,0,1,A,23,12,7,7,9,17,9,2,1,4,0,0
D2,28/07/2019,Regensburg,Bochum,3,1,H,1,0,H,17,16,6,4,13,9,5,3,2,2,0,0
D2,28/07/2019,Wehen,Karlsruhe,1,2,A,0,1,A,16,12,4,4,9,17,5,4,2,2,0,0
D2,29/07/2019,Bielefeld,St Pauli,1,1,D,0,1,A,22,5,5,3,8,15,8,0,2,2,0,0
D2,02/08/2019,Bochum,Bielefeld,3,3,D,0,0,D,19,15,8,7,9,17,4,5,3,2,0,0
D2,02/08/2019,Sandhausen,Osnabruck,0,1,A,0,0,D,13,18,4,4,15,8,5,2,4,1,0,0
D2,02/08/2019,St Pauli,Greuther Furth,1,3,A,1,2,A,15,6,5,5,9,16,7,1,0,1,0,0
D2,03/08/2019,Karlsruhe,Dresden,4,2,H,1,1,D,15,15,6,5,9,14,4,6,1,3,0,0
D2,03/08/2019,Hannover,Regensburg,1,1,D,0,0,D,21,9,6,7,11,12,8,1,1,2,0,0
D2,04/08/2019,Heidenheim,Stuttgart,2,2,D,0,0,D,15,23,5,10,8,12,3,10,0,1,0,0
D2,04/08/2019,Darmstadt,Holstein Kiel,2,0,H,1,0,H,12,22,5,2,9,16,4,15,0,1,0,0
D2,04/08/2019,Erzgebirge Aue,Wehen,3,2,H,2,1,H,11,23,6,7,15,20,1,5,4,5,0,0
D2,05/08/2019,Nurnberg,Hamburg,0,4,A,0,2,A,9,15,0,8,13,6,4,3,1,1,0,0
D2,16/08/2019,Hamburg,Bochum,1,0,H,0,0,D,14,7,6,0,8,16,14,0,1,1,0,0
D2,16/08/2019,Sandhausen,Nurnberg,3,2,H,2,1,H,15,11,6,6,14,16,3,6,3,3,0,0
D2,17/08/2019,Bielefeld,Erzgebirge Aue,3,1,H,1,0,H,14,12,5,8,17,16,9,1,1,3,0,0
D2,17/08/2019,Stuttgart,St Pauli,2,1,H,0,1,A,17,15,5,2,11,17,4,9,0,2,0,0
D2,17/08/2019,Wehen,Hannover,0,3,A,0,1,A,14,11,5,6,12,8,4,6,4,1,0,0
D2,18/08/2019,Dresden,Heidenheim,2,1,H,0,0,D,17,13,5,6,11,15,5,6,0,1,0,0
D2,18/08/2019,Greuther Furth,Regensburg,1,0,H,0,0,D,15,4,7,1,19,14,5,3,0,2,0,0
D2,18/08/2019,Holstein Kiel,Karlsruhe,2,1,H,1,1,D,20,17,7,2,15,13,6,3,0,2,1,0
D2,19/08/2019,Osnabruck,Darmstadt,4,0,H,1,0,H,21,8,8,1,16,16,3,6,3,4,0,0
D2,23/08/2019,Darmstadt,Dresden,0,0,D,0,0,D,11,11,2,2,10,16,4,4,2,2,0,0
D2,23/08/2019,Erzgebirge Aue,Stuttgart,0,0,D,0,0,D,10,12,0,5,12,9,2,7,1,6,0,1
D2,24/08/2019,Bochum,Wehen,3,3,D,0,3,A,23,16,9,7,12,9,7,3,3,1,1,0
D2,24/08/2019,Hannover,Greuther Furth,1,1,D,0,1,A,11,17,2,6,18,18,4,6,3,4,0,0
D2,24/08/2019,Regensburg,Bielefeld,1,3,A,0,1,A,10,14,3,4,14,8,5,7,4,1,0,0
D2,25/08/2019,Heidenheim,Sandhausen,0,2,A,0,0,D,13,15,2,4,9,8,8,5,1,0,0,0
D2,25/08/2019,Karlsruhe,Hamburg,2,4,A,0,2,A,21,16,7,7,10,13,5,2,2,3,0,0
D2,25/08/2019,Nurnberg,Osnabruck,1,0,H,0,0,D,16,7,7,2,16,8,14,1,2,2,0,0
D2,26/08/2019,St Pauli,Holstein Kiel,2,1,H,0,0,D,11,13,2,6,14,7,6,6,4,3,1,0
D2,30/08/2019,Nurnberg,Heidenheim,2,2,D,1,0,H,27,8,7,2,9,9,8,7,2,3,0,0
D2,30/08/2019,Sandhausen,Darmstadt,1,0,H,0,0,D,16,16,5,3,20,12,7,7,2,5,0,1
D2,31/08/2019,Bielefeld,Greuther Furth,2,2,D,1,2,A,19,13,6,5,13,13,10,3,0,3,0,0
D2,31/08/2019,Dresden,St Pauli,3,3,D,1,3,A,13,8,8,3,7,18,4,9,1,2,1,0
D2,31/08/2019,Wehen,Regensburg,0,5,A,0,2,A,11,14,2,9,12,8,7,5,1,0,0,0
D2,01/09/2019,Hamburg,Hannover,3,0,H,1,0,H,20,9,8,4,11,19,4,3,0,0,0,0
D2,01/09/2019,Holstein Kiel,Erzgebirge Aue,1,1,D,0,0,D,12,21,3,6,10,12,6,8,3,3,0,0
D2,01/09/2019,Osnabruck,Karlsruhe,3,0,H,1,0,H,20,10,7,3,19,16,8,6,2,3,0,0
D2,02/09/2019,Stuttgart,Bochum,2,1,H,1,1,D,17,13,6,5,7,6,3,6,0,1,0,0
D2,13/09/2019,Greuther Furth,Wehen,2,1,H,0,0,D,21,9,6,1,10,19,8,6,4,1,0,0
D2,13/09/2019,Karlsruhe,Sandhausen,1,0,H,0,0,D,14,17,5,5,12,12,7,6,2,3,0,0
D2,14/09/2019,Hannover,Bielefeld,0,2,A,0,1,A,13,7,4,4,13,15,6,2,5,1,1,0
D2,14/09/2019,Heidenheim,Holstein Kiel,3,0,H,2,0,H,15,14,6,1,12,11,5,8,1,1,0,0
D2,14/09/2019,Regensburg,Stuttgart,2,3,A,0,1,A,14,24,5,7,22,9,7,12,4,0,0,0
D2,15/09/2019,Bochum,Dresden,2,2,D,0,0,D,23,7,7,5,11,15,7,1,2,3,0,0
D2,15/09/2019,Darmstadt,Nurnberg,3,3,D,1,2,A,12,26,6,7,19,10,5,8,1,1,0,0
D2,15/09/2019,Erzgebirge Aue,Osnabruck,1,0,H,1,0,H,22,14,6,3,16,14,5,4,2,5,1,0
D2,16/09/2019,St Pauli,Hamburg,2,0,H,1,0,H,10,14,4,5,10,9,4,8,2,2,0,0
D2,20/09/2019,Heidenheim,Darmstadt,1,0,H,0,0,D,9,13,5,2,11,12,6,4,2,0,0,0
D2,20/09/2019,Holstein Kiel,Hannover,1,2,A,0,1,A,9,11,5,3,16,15,5,1,2,2,0,0
D2,21/09/2019,Nurnberg,Karlsruhe,1,1,D,1,1,D,16,13,7,3,12,13,1,8,0,0,0,0
D2,21/09/2019,Sandhausen,Bochum,1,1,D,0,0,D,20,14,6,5,15,12,5,6,1,4,0,0
D2,21/09/2019,Stuttgart,Greuther Furth,2,0,H,1,0,H,16,15,5,3,20,16,3,3,1,4,0,0
D2,21/09/2019,Wehen,Bielefeld,2,5,A,1,3,A,11,10,6,8,13,11,4,2,2,2,1,0
D2,22/09/2019,Dresden,Regensburg,2,1,H,0,1,A,10,17,7,3,18,17,4,5,1,3,0,0
D2,22/09/2019,Hamburg,Erzgebirge Aue,4,0,H,2,0,H,9,9,5,2,6,14,5,3,1,3,0,0
D2,22/09/2019,Osnabruck,St Pauli,1,1,D,1,1,D,16,13,5,3,16,16,5,8,2,4,0,1
D2,27/09/2019,Bielefeld,Stuttgart,0,1,A,0,0,D,10,11,2,4,12,5,2,4,3,1,1,0
D2,27/09/2019,Wehen,Osnabruck,2,0,H,1,0,H,15,4,4,0,20,9,3,1,3,1,0,0
D2,28/09/2019,Bochum,Darmstadt,2,2,D,2,1,H,15,10,5,6,19,12,5,4,2,1,0,0
D2,28/09/2019,Karlsruhe,Heidenheim,1,1,D,1,0,H,17,10,3,2,11,12,7,8,2,3,0,0
D2,28/09/2019,Regensburg,Hamburg,2,2,D,1,0,H,8,14,2,3,23,11,4,8,4,1,0,0
D2,29/09/2019,Erzgebirge Aue,Dresden,4,1,H,3,1,H,12,9,7,2,14,10,5,11,3,2,0,0
D2,29/09/2019,Greuther Furth,Holstein Kiel,0,3,A,0,1,A,6,18,2,9,14,13,3,5,1,1,0,0
D2,29/09/2019,St Pauli,Sandhausen,2,0,H,2,0,H,21,18,7,4,13,18,7,5,2,1,0,0
D2,30/09/2019,Hannover,Nurnberg,0,4,A,0,3,A,10,8,0,4,6,15,6,1,3,1,0,0
D2,04/10/2019,Darmstadt,Karlsruhe,1,1,D,1,1,D,21,8,5,2,4,8,11,3,1,2,0,0
D2,04/10/2019,Stuttgart,Wehen,1,2,A,1,2,A,30,6,6,4,10,9,8,1,1,3,0,1
D2,05/10/2019,Dresden,Hannover,0,2,A,0,0,D,10,18,2,9,8,17,3,5,1,5,1,1
D2,05/10/2019,Hamburg,Greuther Furth,2,0,H,0,0,D,21,12,8,3,9,16,12,3,1,3,0,0
D2,05/10/2019,Sandhausen,Erzgebirge Aue,2,2,D,2,1,H,21,12,9,5,10,17,13,6,2,3,0,0
D2,06/10/2019,Heidenheim,Bochum,2,3,A,1,2,A,20,8,6,4,12,13,11,0,0,3,0,0
