Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,ASAS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H
D1,2013-09-02,Stuttgart,Werder Bremen,1,4,A,0,1,A,9,18,3,7,21,19,4,4,3,1,0,0,2.25
D1,2013-09-02,Dortmund,Hamburg,1,4,A,1,2,A,21,13,7,5,14,19,8,5,1,2,1,1,1.25
D1,2013-09-02,Bayern Munich,Schalke 04,4,0,H,2,0,H,15,4,6,0,10,11,10,3,0,1,0,0,1.25
D1,2013-09-03,Freiburg,Wolfsburg,2,5,A,1,3,A,16,14,6,10,11,23,9,3,2,4,0,0,1.91
D1,2013-09-03,Mainz,Leverkusen,1,0,H,0,0,D,8,16,1,4,13,14,4,5,3,2,0,0,3.1
D1,2013-09-03,M'gladbach,Werder Bremen,1,1,D,0,0,D,10,16,5,4,8,11,9,11,1,0,0,0,2.2
D1,2013-09-03,Schalke 04,Dortmund,2,1,H,2,0,H,20,16,10,3,16,13,3,2,3,0,0,0,3.5
D1,2013-09-03,Bayern Munich,Fortuna Dusseldorf,3,2,H,1,1,D,22,4,11,2,12,18,12,1,1,2,0,0,1.1
D1,2013-09-03,Greuther Furth,Hoffenheim,0,3,A,0,2,A,12,12,4,5,17,20,3,4,2,2,0,0,2.5
D1,2013-09-08,Bayern Munich,M'gladbach,3,1,H,2,1,H,26,11,9,4,12,11,6,4,1,3,0,0,1.13
D1,2013-09-11,Wolfsburg,Dortmund,2,1,H,0,1,A,10,12,4,2,13,19,5,2,2,4,0,0,4.5
D1,2013-09-11,Schalke 04,Werder Bremen,3,1,H,0,1,A,17,9,6,3,16,19,6,2,2,4,0,0,1.57
D1,2013-09-11,M'gladbach,Nurnberg,3,1,H,0,1,A,12,19,4,3,8,18,6,3,2,2,0,0,1.53
D1,2013-09-11,Leverkusen,Hamburg,5,3,H,2,1,H,20,11,7,6,12,19,3,6,3,4,0,0,1.5
D1,2013-09-11,Hoffenheim,Hertha,2,3,A,0,1,A,9,11,7,5,22,20,3,3,2,2,0,0,2.2
D1,2013-09-11,Bayern Munich,Augsburg,3,0,H,2,0,H,23,6,9,0,12,11,9,4,0,0,0,0,1.13
D1,2013-09-13,Hertha,Stuttgart,0,1,A,0,0,D,19,8,8,5,13,12,7,4,1,1,0,0,2.15
D1,2013-09-14,Dortmund,Hamburg,6,2,H,2,1,H,32,4,14,2,11,19,7,2,0,4,0,0,1.25
D1,2013-09-14,Werder Bremen,Ein Frankfurt,0,3,A,0,2,A,12,14,4,6,14,13,5,10,2,0,1,0,2.45
D1,2013-09-14,Mainz,Schalke 04,0,1,A,0,1,A,14,10,0,5,15,19,1,5,1,3,0,0,2.6
D1,2013-09-14,Leverkusen,Wolfsburg,3,1,H,1,1,D,14,14,7,5,17,12,4,3,2,2,0,1,1.8
D1,2013-09-14,Bayern Munich,Hannover,2,0,H,0,0,D,18,13,8,2,14,12,13,4,3,3,0,0,1.13
D1,2013-09-14,Augsburg,Freiburg,2,1,H,0,0,D,14,5,6,1,16,21,10,3,1,2,0,0,2.0
D1,2013-09-15,Braunschweig,Nurnberg,1,1,D,0,1,A,23,9,7,2,17,18,6,3,3,2,0,0,2.7
D1,2013-09-15,Hoffenheim,M'gladbach,2,1,H,1,0,H,10,16,4,3,16,7,2,3,3,2,0,0,2.6
D1,2013-09-20,M'gladbach,Braunschweig,4,1,H,2,0,H,13,12,7,3,11,12,0,1,1,2,0,1,1.36
D1,2013-09-21,Hannover,Augsburg,2,1,H,0,0,D,15,12,8,2,21,18,8,1,3,4,0,0,2.5
D1,2013-09-21,Mainz,Leverkusen,1,4,A,0,3,A,14,13,2,5,14,11,4,4,1,1,0,0,3.5
D1,2013-09-21,Schalke 04,Bayern Munich,0,4,A,0,2,A,10,14,1,5,7,6,5,5,1,0,0,0,5.5
D1,2013-09-21,Nurnberg,Dortmund,1,1,D,0,1,A,10,18,3,6,7,12,3,9,1,2,0,0,8.0
D1,2013-09-21,Hamburg,Werder Bremen,0,2,A,0,1,A,19,16,7,6,15,18,4,6,2,4,0,0,1.95
D1,2013-09-21,Wolfsburg,Hoffenheim,2,1,H,1,1,D,15,7,6,2,15,20,6,6,1,4,0,0,1.73
D1,2013-09-22,Freiburg,Hertha,1,1,D,1,1,D,8,8,2,4,22,12,9,2,2,4,0,0,2.38
D1,2013-09-22,Stuttgart,Ein Frankfurt,1,1,D,1,1,D,14,16,4,4,10,13,4,7,3,2,0,0,2.15
D1,2013-09-27,Augsburg,M'gladbach,2,2,D,1,1,D,20,8,5,3,9,13,3,3,2,3,0,0,2.5
D1,2013-09-28,Bayern Munich,Wolfsburg,1,0,H,0,0,D,11,4,4,2,12,24,8,2,2,1,0,0,1.14
D1,2013-09-28,Dortmund,Freiburg,5,0,H,2,0,H,27,2,13,2,13,11,10,0,0,1,0,1,1.18
D1,2013-09-28,Ein Frankfurt,Hamburg,2,2,D,1,1,D,9,11,5,3,21,16,9,6,2,1,0,0,1.8
D1,2013-09-28,Hertha,Mainz,3,1,H,0,1,A,9,7,4,5,27,20,5,5,1,4,0,0,2.0
D1,2013-09-28,Hoffenheim,Schalke 04,3,3,D,1,3,A,12,12,6,5,23,24,2,7,3,2,0,0,2.8
D1,2013-09-28,Leverkusen,Hannover,2,0,H,2,0,H,19,8,8,2,12,17,4,9,0,0,0,0,1.33
D1,2013-09-29,Werder Bremen,Nurnberg,3,3,D,2,1,H,15,17,7,8,16,9,4,4,2,2,0,0,2.05
D1,2013-09-29,Braunschweig,Stuttgart,0,4,A,0,1,A,10,15,2,8,12,19,8,4,0,1,0,0,4.0
D1,2013-10-02,Augsburg,Mainz,1,1,D,0,1,A,19,9,7,3,17,11,9,2,2,2,0,1,2.6
D1,2013-10-02,Freiburg,Fortuna Dusseldorf,1,0,H,0,0,D,15,11,3,4,17,15,6,3,1,3,0,0,1.62
D1,2013-10-03,Stuttgart,Hamburg,0,1,A,0,0,D,13,12,7,3,15,23,8,5,2,1,0,0,2.25
D1,2013-10-03,Hannover,Ein Frankfurt,0,0,D,0,0,D,7,11,3,2,18,13,5,7,2,0,0,0,2.3
D1,2013-10-08,Leverkusen,Freiburg,3,1,H,1,1,D,18,8,6,3,11,16,5,2,2,2,0,0,1.44
D1,2013-10-08,Hoffenheim,Nurnberg,2,2,D,1,0,H,23,12,8,5,17,17,6,9,1,4,0,0,2.1
D1,2013-10-08,Hertha,Ein Frankfurt,6,1,H,2,1,H,16,10,9,4,19,18,5,4,0,2,0,0,2.2
D1,2013-10-08,Hannover,Wolfsburg,2,0,H,1,0,H,20,15,8,4,28,11,7,2,4,0,0,2,2.6
D1,2013-10-08,Braunschweig,Werder Bremen,0,1,A,0,0,D,13,12,3,4,10,18,2,7,1,0,0,0,2.7
D1,2013-10-08,Augsburg,Dortmund,0,4,A,0,1,A,11,13,4,9,18,12,5,6,2,0,0,0,7.0
D1,2013-10-11,Mainz,Ein Frankfurt,1,0,H,0,0,D,20,14,9,4,20,17,6,6,4,1,0,0,2.5
D1,2013-10-11,Freiburg,Stuttgart,1,3,A,0,2,A,19,10,5,7,7,13,7,2,2,1,0,0,3.0
D1,2013-10-18,Hoffenheim,Leverkusen,1,2,A,0,1,A,20,12,8,4,12,18,8,10,0,4,0,0,3.25
D1,2013-10-19,Hertha,M'gladbach,1,0,H,1,0,H,5,13,2,4,15,14,7,5,2,1,0,1,2.38
D1,2013-10-19,Ein Frankfurt,Nurnberg,1,1,D,0,0,D,15,10,3,4,22,14,6,1,2,3,0,0,1.57
D1,2013-10-19,Dortmund,Hannover,1,0,H,1,0,H,18,10,8,5,11,15,10,2,1,3,0,0,1.22
D1,2013-10-19,Braunschweig,Schalke 04,2,3,A,1,1,D,14,14,4,6,13,21,1,9,0,1,0,0,4.75
D1,2013-10-19,Bayern Munich,Mainz,4,1,H,0,1,A,18,13,6,4,12,14,8,5,1,0,0,0,1.1
D1,2013-10-19,Werder Bremen,Freiburg,0,0,D,0,0,D,18,11,4,2,21,12,7,8,1,2,0,0,1.95
D1,2013-10-20,Hamburg,Stuttgart,3,3,D,1,2,A,20,9,6,3,16,12,10,0,1,2,0,1,2.3
D1,2013-10-20,Augsburg,Wolfsburg,1,2,A,1,2,A,11,13,8,6,21,18,3,2,2,3,0,0,2.38
D1,2013-10-25,Stuttgart,Nurnberg,1,1,D,1,1,D,10,7,4,6,11,15,2,4,2,1,0,0,1.62
D1,2013-10-26,Leverkusen,Augsburg,2,1,H,1,1,D,24,11,7,1,7,9,13,7,1,3,0,0,1.5
D1,2013-10-26,Bayern Munich,Hertha,3,2,H,1,1,D,13,10,5,5,10,13,4,5,3,4,0,0,1.1
D1,2013-10-26,Hannover,Hoffenheim,1,4,A,0,2,A,11,10,3,5,21,11,8,1,3,2,2,0,2.3
D1,2013-10-26,Mainz,Braunschweig,2,0,H,1,0,H,9,6,3,1,25,17,0,8,2,3,0,0,1.57
D1,2013-10-26,Schalke 04,Dortmund,1,3,A,0,1,A,12,10,5,8,11,12,2,2,3,1,0,0,4.2
D1,2013-10-26,Wolfsburg,Werder Bremen,3,0,H,1,0,H,19,8,12,2,12,17,5,4,1,2,0,0,1.62
D1,2013-10-27,M'gladbach,Ein Frankfurt,4,1,H,2,1,H,13,11,4,4,8,13,1,3,2,4,0,0,2.05
D1,2013-10-27,Freiburg,Hamburg,0,3,A,0,1,A,9,17,2,7,14,12,4,4,2,1,0,0,2.6
D1,2013-11-05,Bayern Munich,Augsburg,3,0,H,0,0,D,15,6,7,3,10,13,9,2,0,1,0,0,1.2
D1,2013-11-05,Werder Bremen,Ein Frankfurt,1,1,D,1,0,H,15,10,3,2,10,11,8,3,1,1,0,0,2.2
D1,2013-11-05,Schalke 04,Stuttgart,1,2,A,0,1,A,19,8,4,4,12,20,3,1,0,2,0,0,1.36
D1,2013-11-05,Greuther Furth,Freiburg,1,2,A,1,0,H,18,15,6,5,20,16,5,8,0,2,0,0,4.5
D1,2013-11-05,Hoffenheim,Hamburg,1,4,A,0,2,A,18,15,5,5,20,20,5,1,0,1,0,0,1.83
D1,2013-11-05,Leverkusen,Hannover,3,1,H,2,0,H,22,11,12,3,14,10,3,6,1,1,0,0,1.3
D1,2013-11-05,Mainz,M'gladbach,2,4,A,1,1,D,10,17,4,6,10,12,3,3,1,0,0,0,2.2
D1,2013-11-05,Wolfsburg,Dortmund,3,3,D,3,1,H,10,10,3,4,23,12,7,4,1,2,0,0,4.0
D1,2013-11-05,Fortuna Dusseldorf,Nurnberg,1,2,A,1,0,H,6,13,2,4,19,19,1,5,4,1,0,0,1.85
D1,2013-11-08,Mainz,Stuttgart,3,2,H,1,1,D,9,15,7,10,15,13,2,8,2,4,0,0,2.4
D1,2013-11-08,Schalke 04,Hamburg,3,3,D,2,2,D,19,16,8,6,15,11,3,7,1,2,0,0,1.44
D1,2013-11-22,Stuttgart,M'gladbach,0,2,A,0,1,A,9,19,2,11,14,10,1,5,0,2,0,0,2.3
D1,2013-11-23,Augsburg,Hoffenheim,2,0,H,2,0,H,16,8,5,3,14,24,5,4,2,3,0,0,2.1
D1,2013-11-23,Braunschweig,Freiburg,0,1,A,0,0,D,21,8,7,2,14,17,6,1,3,1,0,0,2.4
D1,2013-11-23,Nurnberg,Wolfsburg,1,1,D,0,1,A,11,23,6,6,19,17,3,5,1,1,0,0,3.2
D1,2013-11-23,Hertha,Leverkusen,0,1,A,0,1,A,12,4,2,2,15,14,9,1,1,1,0,0,3.0
D1,2013-11-23,Ein Frankfurt,Schalke 04,3,3,D,0,2,A,15,13,8,9,22,20,5,1,4,0,0,0,2.6
D1,2013-11-23,Dortmund,Bayern Munich,0,3,A,0,0,D,7,10,4,5,7,13,2,3,2,3,0,0,3.6
D1,2013-11-24,Werder Bremen,Mainz,2,3,A,0,2,A,24,18,8,7,18,22,7,9,1,2,0,0,2.38
D1,2013-11-24,Hamburg,Hannover,3,1,H,1,1,D,19,11,9,4,19,24,7,3,3,2,0,1,2.0
D1,2013-11-29,Wolfsburg,Hamburg,1,1,D,1,1,D,20,17,4,8,16,12,2,3,4,1,0,0,1.8
D1,2013-11-30,Hertha,Augsburg,0,0,D,0,0,D,9,2,2,0,16,22,6,3,1,1,0,0,2.0
D1,2013-11-30,Bayern Munich,Braunschweig,2,0,H,2,0,H,18,8,8,3,9,17,6,3,0,0,0,0,1.06
D1,2013-11-30,Leverkusen,Nurnberg,3,0,H,1,0,H,17,16,7,5,18,14,4,5,1,3,0,0,1.44
D1,2013-11-30,Mainz,Dortmund,1,3,A,0,0,D,12,16,6,6,11,16,6,5,1,0,1,0,5.0
D1,2013-11-30,Schalke 04,Stuttgart,3,0,H,1,0,H,12,9,5,1,15,17,5,2,2,0,0,0,1.67
D1,2013-11-30,Hoffenheim,Werder Bremen,4,4,D,2,2,D,18,13,8,6,28,20,3,9,2,5,0,0,1.8
D1,2013-12-04,Freiburg,Hannover,3,1,H,2,1,H,15,10,5,3,13,23,6,4,1,2,0,0,1.7
D1,2013-12-13,Hertha,Werder Bremen,3,2,H,2,2,D,12,9,4,4,15,21,6,4,1,2,0,0,1.62
D1,2013-12-14,Wolfsburg,Stuttgart,3,1,H,1,0,H,12,9,6,4,18,21,2,4,2,2,0,0,1.75
D1,2013-12-14,Augsburg,Braunschweig,4,1,H,3,0,H,20,9,8,1,16,14,5,0,2,2,0,0,1.5
D1,2013-12-14,Hannover,Nurnberg,3,3,D,0,3,A,21,16,6,6,13,21,5,7,3,2,0,0,1.95
D1,2013-12-14,Hoffenheim,Dortmund,2,2,D,2,1,H,14,16,4,8,19,13,2,4,2,3,0,0,4.33
D1,2013-12-14,Mainz,M'gladbach,0,0,D,0,0,D,6,10,0,1,6,8,1,4,0,2,0,0,2.75
D1,2013-12-14,Bayern Munich,Hamburg,3,1,H,1,0,H,22,13,8,6,13,15,5,2,0,2,0,0,1.1
D1,2013-12-15,Schalke 04,Freiburg,2,0,H,1,0,H,13,8,4,1,17,19,8,4,0,3,0,0,1.4
D1,2013-12-15,Leverkusen,Ein Frankfurt,0,1,A,0,0,D,15,16,7,5,15,23,8,4,4,3,0,0,1.44
D1,2013-12-20,Ein Frankfurt,Augsburg,1,1,D,1,1,D,5,9,5,3,18,14,4,3,3,2,0,0,2.3
D1,2013-12-21,Werder Bremen,Leverkusen,1,0,H,0,0,D,11,22,3,5,14,10,5,9,2,3,0,0,4.5
D1,2013-12-21,Nurnberg,Schalke 04,0,0,D,0,0,D,15,8,4,2,14,19,9,4,0,0,0,0,3.4
D1,2013-12-21,Hamburg,Mainz,2,3,A,1,0,H,18,13,8,7,21,13,5,3,1,1,1,0,2.1
D1,2013-12-21,Freiburg,Hannover,2,1,H,2,0,H,11,20,3,6,16,13,0,1,1,2,0,0,2.45
D1,2013-12-21,Braunschweig,Hoffenheim,1,0,H,1,0,H,14,16,8,3,17,19,7,8,1,2,1,0,4.0
D1,2013-12-21,Dortmund,Hertha,1,2,A,1,2,A,20,6,5,4,20,19,5,0,2,3,0,0,1.36
D1,2013-12-22,M'gladbach,Wolfsburg,2,2,D,0,0,D,14,18,4,13,10,12,4,4,1,3,0,0,2.1
D1,2014-01-02,Schalke 04,Wolfsburg,2,1,H,1,0,H,13,10,6,6,16,14,4,6,3,3,0,1,2.0
D1,2014-01-02,Augsburg,Werder Bremen,3,1,H,1,1,D,20,4,5,0,11,20,6,4,1,3,0,1,1.67
D1,2014-01-02,Hannover,M'gladbach,3,1,H,0,0,D,16,12,6,6,9,14,7,7,1,2,0,0,2.7
D1,2014-01-02,Leverkusen,Stuttgart,2,1,H,1,1,D,11,10,5,3,17,16,4,8,2,2,0,0,1.5
D1,2014-01-02,Hoffenheim,Hamburg,3,0,H,2,0,H,14,7,7,0,26,14,7,5,0,1,0,0,2.05
D1,2014-01-02,Mainz,Freiburg,2,0,H,1,0,H,13,6,5,1,10,28,5,5,2,2,0,0,1.75
D1,2014-01-03,Augsburg,Hannover,1,1,D,0,1,A,16,10,5,2,14,17,7,2,2,3,0,0,1.75
D1,2014-01-03,Braunschweig,M'gladbach,1,1,D,0,1,A,20,12,3,4,12,14,9,5,1,3,0,0,4.0
D1,2014-01-03,Dortmund,Nurnberg,3,0,H,0,0,D,28,4,9,2,9,13,8,1,0,2,0,0,1.22
D1,2014-01-03,Bayern Munich,Schalke 04,5,1,H,4,0,H,22,10,12,4,8,12,14,4,1,0,0,1,1.18
D1,2014-01-03,Werder Bremen,Hamburg,1,0,H,1,0,H,15,11,7,4,25,17,4,5,2,2,0,0,2.63
D1,2014-01-03,Leverkusen,Mainz,0,1,A,0,1,A,19,9,8,3,19,13,7,0,4,1,0,0,1.75
D1,2014-01-11,Hamburg,Leverkusen,1,0,H,1,0,H,5,11,1,2,29,25,1,3,6,3,0,0,3.4
D1,2014-01-11,Hannover,Ein Frankfurt,1,0,H,0,0,D,14,6,3,4,13,20,10,4,2,2,0,0,2.25
D1,2014-01-11,Mainz,Werder Bremen,1,2,A,1,1,D,21,9,3,7,17,15,8,1,4,3,0,0,1.73
D1,2014-01-11,Stuttgart,Wolfsburg,0,4,A,0,2,A,13,15,4,6,13,11,4,6,1,0,0,0,3.3
D1,2014-01-11,Bayern Munich,Dortmund,2,1,H,0,1,A,25,10,14,4,13,5,9,2,1,2,0,0,1.44
D1,2014-01-24,M'gladbach,Bayern Munich,0,2,A,0,1,A,10,24,5,13,12,9,5,5,2,1,0,0,6.5
D1,2014-01-25,Ein Frankfurt,Hertha,1,0,H,1,0,H,5,7,1,2,20,23,1,2,2,3,0,0,2.38
D1,2014-01-25,Freiburg,Leverkusen,3,2,H,1,2,A,13,15,5,8,14,10,4,8,2,1,0,0,4.5
D1,2014-01-25,Nurnberg,Hoffenheim,4,0,H,2,0,H,16,12,7,3,19,25,3,3,1,3,0,0,2.6
D1,2014-01-25,Stuttgart,Mainz,1,2,A,1,1,D,14,10,5,4,17,13,5,3,1,2,0,0,2.05
D1,2014-01-25,Wolfsburg,Hannover,1,3,A,1,1,D,24,10,8,6,14,17,7,3,2,1,0,0,1.55
D1,2014-01-25,Dortmund,Augsburg,2,2,D,1,0,H,18,6,4,1,17,25,5,1,2,2,0,0,1.29
D1,2014-01-26,Werder Bremen,Braunschweig,0,0,D,0,0,D,12,7,3,2,20,17,6,3,2,2,0,0,1.85
D1,2014-01-26,Hamburg,Schalke 04,0,3,A,0,1,A,11,12,3,9,9,23,3,3,0,2,0,0,2.7
D1,2014-01-29,Stuttgart,Bayern Munich,1,2,A,1,0,H,11,24,3,7,13,10,2,8,5,3,0,0,10.0
D1,2014-01-31,Braunschweig,Dortmund,1,2,A,0,1,A,16,20,5,6,18,17,7,8,0,1,0,0,10.0
D1,2014-02-02,Bayern Munich,Ein Frankfurt,5,0,H,2,0,H,25,9,14,3,16,12,12,2,0,0,0,0,1.1
D1,2014-02-02,Hertha,Nurnberg,1,3,A,1,1,D,13,11,4,4,17,25,3,3,3,3,0,0,1.83
D1,2014-02-03,Ein Frankfurt,Stuttgart,2,1,H,0,1,A,13,13,6,4,23,16,8,5,1,1,0,0,2.1
D1,2014-02-03,Hoffenheim,Wolfsburg,6,2,H,4,1,H,17,6,12,5,15,21,4,3,0,2,0,1,2.6
D1,2014-02-11,FC Koln,Freiburg,0,1,A,0,0,D,10,8,3,3,5,12,5,2,1,3,0,0,1.91
D1,2014-02-11,M'gladbach,Hoffenheim,3,1,H,2,1,H,13,15,7,3,15,12,6,3,1,1,0,0,1.95
D1,2014-02-11,Paderborn,Hertha,3,1,H,1,1,D,18,10,6,4,14,27,6,1,0,2,0,0,2.5
D1,2014-02-14,Mainz,Hannover,2,0,H,0,0,D,19,14,8,3,14,11,4,5,1,3,0,0,1.91
D1,2014-02-15,Leverkusen,Schalke 04,1,2,A,0,1,A,13,11,5,4,12,16,11,2,4,3,0,0,2.1
D1,2014-02-15,Hoffenheim,Stuttgart,4,1,H,1,0,H,13,13,8,4,22,20,5,4,3,4,0,1,1.95
D1,2014-02-15,Dortmund,Ein Frankfurt,4,0,H,2,0,H,21,7,11,1,17,18,6,5,1,3,0,0,1.25
D1,2014-02-15,Braunschweig,Hamburg,4,2,H,0,1,A,14,18,7,8,14,24,7,8,6,5,0,0,2.75
D1,2014-02-15,Werder Bremen,M'gladbach,1,1,D,0,1,A,15,17,7,6,10,14,5,10,3,1,0,0,3.5
D1,2014-02-15,Bayern Munich,Freiburg,4,0,H,3,0,H,16,12,7,0,13,11,2,4,3,1,0,0,1.08
D1,2014-02-16,Augsburg,Nurnberg,0,1,A,0,0,D,18,11,6,2,17,19,6,2,2,3,0,0,1.8
D1,2014-02-16,Hertha,Wolfsburg,1,2,A,1,0,H,13,8,4,3,12,16,4,6,0,2,0,0,2.38
D1,2014-02-21,Schalke 04,Mainz,0,0,D,0,0,D,16,15,4,8,19,8,4,9,1,2,0,0,1.75
D1,2014-02-22,Hamburg,Dortmund,3,0,H,1,0,H,13,15,6,4,17,19,3,6,2,2,0,0,7.5
D1,2014-02-22,Freiburg,Augsburg,2,4,A,1,1,D,13,18,5,10,14,13,2,4,3,2,0,0,3.1
D1,2014-02-22,M'gladbach,Hoffenheim,2,2,D,2,0,H,13,19,9,7,15,17,6,5,0,1,0,0,1.95
D1,2014-02-22,Wolfsburg,Leverkusen,3,1,H,1,1,D,9,18,5,6,15,19,0,4,1,4,0,0,2.4
D1,2014-02-22,Stuttgart,Hertha,1,2,A,1,1,D,14,9,6,4,22,18,5,8,0,1,0,1,2.63
D1,2014-02-22,Nurnberg,Braunschweig,2,1,H,0,1,A,6,22,5,6,19,21,3,10,4,2,1,0,1.62
D1,2014-02-23,Ein Frankfurt,Werder Bremen,0,0,D,0,0,D,21,3,4,0,16,18,14,2,1,3,0,1,1.7
D1,2014-02-23,Hannover,Bayern Munich,0,4,A,0,2,A,8,14,3,7,10,11,6,4,2,1,0,0,10.0
D1,2014-02-28,Hertha,Freiburg,0,0,D,0,0,D,9,7,2,5,11,14,4,4,0,0,0,0,1.62
D1,2014-03-05,Hamburg,Bayern Munich,1,4,A,0,1,A,10,18,5,8,14,7,2,5,1,1,0,1,7.0
D1,2014-03-05,Freiburg,Schalke 04,0,2,A,0,1,A,10,26,1,6,11,11,3,5,2,2,0,1,3.6
D1,2014-03-05,Ein Frankfurt,Leverkusen,0,2,A,0,2,A,6,21,2,5,16,13,3,5,2,1,0,0,4.2
D1,2014-03-05,Dortmund,Hoffenheim,3,2,H,3,1,H,16,12,10,4,16,23,5,5,0,1,0,0,1.36
D1,2014-03-05,Braunschweig,Augsburg,0,1,A,0,0,D,17,24,6,10,21,21,7,9,2,2,0,0,2.75
D1,2014-03-05,Werder Bremen,Hertha,2,0,H,0,0,D,12,11,4,4,18,17,5,11,3,1,0,0,2.63
D1,2014-03-05,Nurnberg,Hannover,0,2,A,0,1,A,15,14,8,7,12,18,8,5,3,1,0,0,2.1
D1,2014-03-05,Stuttgart,Wolfsburg,1,2,A,0,1,A,6,13,2,6,11,15,2,5,1,1,0,0,2.7
D1,2014-03-05,M'gladbach,Mainz,3,1,H,1,0,H,7,18,4,4,8,11,3,6,0,0,0,0,1.85
D1,2014-03-10,Hertha,Stuttgart,3,2,H,1,1,D,12,9,9,2,18,15,3,7,2,2,0,0,2.25
D1,2014-03-14,Augsburg,Schalke 04,1,2,A,1,1,D,21,10,3,4,14,23,12,6,3,5,0,0,2.25
D1,2014-03-15,Werder Bremen,Stuttgart,1,1,D,0,0,D,10,16,3,3,18,19,2,9,2,3,0,0,2.5
D1,2014-03-15,Bayern Munich,Leverkusen,2,1,H,1,0,H,23,6,8,3,11,18,12,6,2,3,0,0,1.14
D1,2014-03-15,Braunschweig,Wolfsburg,1,1,D,0,1,A,8,11,2,2,15,22,3,4,1,4,0,0,3.8
D1,2014-03-15,Dortmund,M'gladbach,1,2,A,0,2,A,25,7,7,3,11,11,8,3,1,0,0,1,1.36
D1,2014-03-15,Hertha,Hannover,0,3,A,0,0,D,16,7,5,3,8,17,6,1,1,2,0,0,1.91
D1,2014-03-15,Hoffenheim,Mainz,2,4,A,0,0,D,22,11,12,7,16,15,11,1,1,1,0,0,2.2
D1,2014-03-16,Ein Frankfurt,Freiburg,1,4,A,0,1,A,26,7,10,5,19,17,12,1,2,5,0,0,1.83
D1,2014-03-16,Hamburg,Nurnberg,2,1,H,0,0,D,26,9,13,4,12,18,10,5,0,2,0,0,2.2
D1,2014-03-21,Freiburg,Werder Bremen,3,1,H,1,0,H,14,7,3,3,19,15,5,4,1,2,0,0,2.2
D1,2014-03-22,Hannover,Dortmund,0,3,A,0,1,A,9,15,3,5,12,16,5,3,1,1,0,0,4.75
D1,2014-03-22,Mainz,Bayern Munich,0,2,A,0,0,D,4,23,1,8,13,11,2,9,1,0,0,0,11.0
D1,2014-03-22,M'gladbach,Hertha,3,0,H,3,0,H,8,8,4,2,7,12,4,5,1,1,0,0,2.0
D1,2014-03-22,Schalke 04,Braunschweig,3,1,H,1,0,H,32,11,11,4,14,20,14,4,1,3,0,0,1.4
D1,2014-03-22,Stuttgart,Hamburg,1,0,H,0,0,D,12,6,3,1,18,13,5,2,1,0,0,1,2.0
D1,2014-03-22,Wolfsburg,Augsburg,1,1,D,0,1,A,10,12,1,2,23,11,6,3,1,1,1,0,2.1
D1,2014-03-23,Nurnberg,Ein Frankfurt,2,5,A,0,1,A,13,23,4,9,19,15,2,5,0,1,1,0,2.4
D1,2014-03-23,Leverkusen,Hoffenheim,2,3,A,1,2,A,12,12,5,7,15,18,6,2,1,2,0,0,1.73
D1,2014-03-25,Hertha,Bayern Munich,1,3,A,0,2,A,4,13,2,6,13,8,2,3,1,0,0,0,13.0
D1,2014-03-25,Werder Bremen,Wolfsburg,1,3,A,1,2,A,6,19,2,9,18,19,3,8,2,1,0,0,3.1
D1,2014-03-25,Braunschweig,Mainz,3,1,H,2,1,H,14,12,3,5,16,25,6,7,2,1,0,0,3.4
D1,2014-03-25,Dortmund,Schalke 04,0,0,D,0,0,D,18,8,6,4,17,24,4,2,2,2,0,0,1.44
D1,2014-03-26,Hamburg,Freiburg,1,1,D,0,0,D,21,11,5,4,17,15,6,3,1,2,0,0,2.1
D1,2014-03-26,Hoffenheim,Hannover,3,1,H,1,1,D,20,8,8,1,16,15,5,1,1,1,0,1,1.91
D1,2014-03-26,Nurnberg,Stuttgart,2,0,H,1,0,H,11,13,5,5,17,11,6,4,1,1,0,0,2.75
D1,2014-03-26,Ein Frankfurt,M'gladbach,1,0,H,1,0,H,14,9,4,2,11,12,11,7,3,1,0,0,2.6
D1,2014-03-26,Augsburg,Leverkusen,1,3,A,0,1,A,22,13,3,7,14,17,10,3,2,2,0,0,2.4
D1,2014-03-28,Schalke 04,Hertha,2,0,H,1,0,H,13,11,4,1,17,19,1,4,1,1,0,0,1.8
D1,2014-03-29,Stuttgart,Dortmund,2,3,A,2,1,H,11,17,3,5,15,14,2,9,0,2,1,0,4.75
D1,2014-03-29,Wolfsburg,Ein Frankfurt,2,1,H,0,1,A,22,11,9,4,19,19,4,3,2,4,0,0,1.83
D1,2014-03-29,Bayern Munich,Hoffenheim,3,3,D,3,2,H,11,20,6,9,13,18,3,1,1,2,0,0,1.14
D1,2014-03-29,Mainz,Augsburg,3,0,H,2,0,H,14,12,7,4,14,20,5,8,1,2,0,0,2.38
D1,2014-03-29,Freiburg,Nurnberg,3,2,H,1,2,A,14,9,7,2,16,22,8,4,2,3,0,1,2.15
D1,2014-03-29,Leverkusen,Braunschweig,1,1,D,0,0,D,15,9,4,2,16,13,7,1,2,1,0,0,1.33
D1,2014-03-30,Hannover,Werder Bremen,1,2,A,1,0,H,9,11,4,8,19,13,10,8,1,1,0,0,1.91
D1,2014-03-30,M'gladbach,Hamburg,3,1,H,1,1,D,17,17,9,7,11,15,6,10,0,1,0,0,1.75
