376,D2,2019-09-29,St Pauli,Sandhausen,2,0,H,2,0,H,21,18,7,4,13,18,7,5,2,1,0,0,,12:30
378,D2,2019-10-04,Stuttgart,Wehen,1,2,A,1,2,A,30,6,6,4,10,9,8,1,1,3,0,1,,17:30
379,D2,2019-10-04,Darmstadt,Karlsruhe,1,1,D,1,1,D,21,8,5,2,4,8,11,3,1,2,0,0,,17:30
383,D2,2019-10-06,Holstein Kiel,Regensburg,1,2,A,1,1,D,20,6,5,3,11,10,11,4,1,1,0,0,,12:30
384,D2,2019-10-06,Nurnberg,St Pauli,1,1,D,0,1,A,21,10,7,2,12,10,8,2,3,1,0,0,,12:30
385,D2,2019-10-06,Heidenheim,Bochum,2,3,A,1,2,A,20,8,6,4,12,13,11,0,0,3,0,0,,12:30
389,D2,2019-10-19,St Pauli,Darmstadt,0,1,A,0,0,D,20,16,4,6,14,12,10,6,2,2,0,0,,12:00
390,D2,2019-10-19,Wehen,Heidenheim,0,0,D,0,0,D,9,10,3,1,14,8,7,7,2,3,0,0,,12:00
391,D2,2019-10-19,Regensburg,Sandhausen,1,0,H,0,0,D,7,16,2,1,10,20,7,5,0,4,0,0,,12:00
392,D2,2019-10-20,Bochum,Karlsruhe,3,3,D,3,2,H,19,18,7,6,14,11,5,7,2,4,0,1,,12:30
393,D2,2019-10-20,Hannover,Osnabruck,0,0,D,0,0,D,20,9,4,4,9,13,6,3,2,2,0,0,,12:30
394,D2,2019-10-20,Stuttgart,Holstein Kiel,0,1,A,0,0,D,18,12,4,3,13,8,7,1,3,2,1,0,,12:30
398,D2,2019-10-26,Hamburg,Stuttgart,6,2,H,3,1,H,13,13,6,5,9,14,3,4,1,3,0,0,,12:00
399,D2,2019-10-26,Karlsruhe,Hannover,3,3,D,1,2,A,20,13,7,7,15,16,5,3,3,4,0,1,,12:00
400,D2,2019-10-26,Dresden,Bielefeld,0,1,A,0,0,D,5,14,1,7,13,9,0,8,3,2,0,0,,12:00
401,D2,2019-10-27,Osnabruck,Greuther Furth,0,0,D,0,0,D,13,14,4,3,21,17,2,4,4,3,0,0,,12:30
403,D2,2019-10-27,Heidenheim,St Pauli,1,0,H,0,0,D,12,15,2,4,14,14,7,2,0,2,0,0,,12:30
410,D2,2019-11-03,Bielefeld,Holstein Kiel,2,1,H,1,0,H,10,13,4,5,9,9,5,4,2,2,0,0,,12:30
411,D2,2019-11-03,Stuttgart,Dresden,3,1,H,2,0,H,16,10,5,4,10,11,6,1,2,3,0,0,,12:30
412,D2,2019-11-03,Wehen,Hamburg,1,1,D,0,0,D,9,20,2,7,18,4,6,8,1,0,1,0,,12:30
414,D2,2019-11-08,St Pauli,Bochum,1,1,D,1,1,D,13,11,4,4,12,11,12,3,1,2,0,0,,17:30
415,D2,2019-11-08,Dresden,Wehen,1,0,H,1,0,H,11,8,5,2,18,17,4,1,3,3,0,0,,17:30
416,D2,2019-11-09,Osnabruck,Stuttgart,1,0,H,1,0,H,9,21,3,6,11,22,1,8,1,3,0,0,,12:00
417,D2,2019-11-09,Sandhausen,Greuther Furth,3,2,H,1,1,D,23,8,6,4,18,18,6,4,3,2,0,0,,12:00
428,D2,2019-11-24,Regensburg,Heidenheim,3,1,H,1,0,H,19,11,7,3,14,12,2,3,1,2,0,0,,12:30
429,D2,2019-11-24,Stuttgart,Karlsruhe,3,0,H,0,0,D,17,7,4,2,13,21,8,5,1,1,1,0,,12:30
430,D2,2019-11-24,Greuther Furth,Nurnberg,0,0,D,0,0,D,10,15,2,3,9,16,9,7,2,3,0,0,,12:30
438,D2,2019-12-01,Heidenheim,Greuther Furth,1,0,H,0,0,D,15,19,7,1,12,12,4,10,1,3,0,0,,12:30
439,D2,2019-12-01,Sandhausen,Stuttgart,2,1,H,2,0,H,16,24,5,6,13,10,6,15,5,3,0,0,,12:30
440,D2,2019-12-01,Darmstadt,Bielefeld,1,3,A,0,0,D,18,11,9,5,5,11,4,7,0,2,0,0,,12:30
446,D2,2019-12-08,Wehen,Darmstadt,0,0,D,0,0,D,15,14,2,6,10,7,5,5,1,2,0,1,,12:30
448,D2,2019-12-08,Regensburg,St Pauli,1,0,H,1,0,H,14,11,3,3,18,8,7,7,2,3,0,1,,12:30
450,D2,2019-12-13,Erzgebirge Aue,Regensburg,1,0,H,1,0,H,12,11,4,2,10,18,4,6,0,3,0,0,,17:30
451,D2,2019-12-13,Bochum,Hannover,2,1,H,2,0,H,11,24,8,10,18,12,6,9,2,2,0,0,,17:30
452,D2,2019-12-14,Karlsruhe,Greuther Furth,1,5,A,1,2,A,15,15,3,7,15,14,8,1,4,5,0,0,,12:00
453,D2,2019-12-14,St Pauli,Wehen,3,1,H,1,0,H,12,6,6,3,4,8,3,4,1,2,0,0,,12:00
454,D2,2019-12-14,Heidenheim,Bielefeld,0,0,D,0,0,D,12,13,3,3,6,9,2,7,0,2,0,0,,12:00
455,D2,2019-12-15,Nurnberg,Holstein Kiel,2,2,D,1,0,H,11,13,4,4,15,14,3,4,1,1,0,0,,12:30
456,D2,2019-12-15,Osnabruck,Dresden,3,0,H,1,0,H,17,3,9,0,7,15,3,1,1,2,0,0,,12:30
457,D2,2019-12-15,Sandhausen,Hamburg,1,1,D,1,0,H,12,25,5,4,9,10,5,6,1,1,0,0,,12:30
